trading_day,trade_time,instrument_id,last_price,open_price,highest_price,lowest_price,close_price,settlement_price,upper_limit_price,lower_limit_price,pre_settlement_price,pre_close_price,pre_open_interest,cum_volume,cum_turnover,open_interest,bid_price1,bid_price2,bid_price3,bid_price4,bid_price5,bid_volume1,bid_volume2,bid_volume3,bid_volume4,bid_volume5,ask_price1,ask_price2,ask_price3,ask_price4,ask_price5,ask_volume1,ask_volume2,ask_volume3,ask_volume4,ask_volume5
2024-07-02,2024-07-02 09:00:19.000,RB2408,3385.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,260.0,8825690.0,6359.0,3382.0,3381.0,3380.0,3376.0,3374.0,5.0,2.0,8.0,1.0,1.0,3387.0,3388.0,3392.0,3395.0,3397.0,1.0,9.0,1.0,10.0,32.0
2024-07-02,2024-07-02 09:00:20.000,RB2408,3385.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,260.0,8825690.0,6359.0,3382.0,3380.0,3376.0,3374.0,3373.0,5.0,8.0,1.0,1.0,1.0,3387.0,3388.0,3392.0,3395.0,3397.0,1.0,9.0,1.0,10.0,32.0
2024-07-02,2024-07-02 09:00:23.500,RB2408,3385.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,260.0,8825690.0,6359.0,3382.0,3380.0,3376.0,3374.0,3373.0,5.0,8.0,1.0,1.0,1.0,3387.0,3388.0,3392.0,3395.0,3397.0,2.0,9.0,1.0,10.0,32.0
2024-07-02,2024-07-02 09:00:24.500,RB2408,3385.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,260.0,8825690.0,6359.0,3382.0,3380.0,3376.0,3374.0,3373.0,5.0,8.0,1.0,1.0,1.0,3387.0,3388.0,3392.0,3395.0,3397.0,1.0,9.0,1.0,10.0,32.0
2024-07-02,2024-07-02 09:00:25.500,RB2408,3385.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,260.0,8825690.0,6359.0,3382.0,3380.0,3376.0,3374.0,3373.0,5.0,8.0,1.0,1.0,1.0,3387.0,3388.0,3392.0,3395.0,3397.0,2.0,9.0,1.0,10.0,32.0
2024-07-02,2024-07-02 09:00:28.000,RB2408,3385.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,260.0,8825690.0,6359.0,3382.0,3380.0,3376.0,3374.0,3373.0,5.0,8.0,1.0,1.0,1.0,3387.0,3388.0,3392.0,3395.0,3397.0,1.0,9.0,1.0,10.0,32.0
2024-07-02,2024-07-02 09:00:29.000,RB2408,3385.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,260.0,8825690.0,6359.0,3382.0,3380.0,3376.0,3374.0,3373.0,5.0,8.0,1.0,1.0,1.0,3387.0,3388.0,3392.0,3395.0,3397.0,2.0,9.0,1.0,10.0,32.0
2024-07-02,2024-07-02 09:00:30.000,RB2408,3385.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,260.0,8825690.0,6359.0,3382.0,3380.0,3376.0,3374.0,3373.0,5.0,8.0,1.0,1.0,1.0,3387.0,3388.0,3392.0,3395.0,3397.0,1.0,9.0,1.0,10.0,32.0
2024-07-02,2024-07-02 09:00:34.500,RB2408,3385.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,260.0,8825690.0,6359.0,3382.0,3380.0,3376.0,3374.0,3373.0,6.0,8.0,1.0,1.0,1.0,3388.0,3392.0,3395.0,3397.0,3398.0,9.0,1.0,10.0,32.0,49.0
2024-07-02,2024-07-02 09:00:53.000,RB2408,3385.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,260.0,8825690.0,6359.0,3382.0,3380.0,3376.0,3374.0,3373.0,6.0,8.0,1.0,1.0,1.0,3388.0,3392.0,3395.0,3397.0,3398.0,10.0,1.0,10.0,32.0,49.0
2024-07-02,2024-07-02 09:00:53.500,RB2408,3385.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,260.0,8825690.0,6359.0,3382.0,3380.0,3376.0,3374.0,3373.0,6.0,8.0,1.0,1.0,1.0,3388.0,3392.0,3395.0,3397.0,3398.0,9.0,1.0,10.0,32.0,49.0
2024-07-02,2024-07-02 09:00:55.000,RB2408,3385.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,260.0,8825690.0,6359.0,3382.0,3380.0,3376.0,3374.0,3373.0,6.0,8.0,1.0,1.0,1.0,3388.0,3392.0,3395.0,3397.0,3398.0,10.0,1.0,10.0,32.0,49.0
2024-07-02,2024-07-02 09:00:55.500,RB2408,3385.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,260.0,8825690.0,6359.0,3382.0,3380.0,3376.0,3374.0,3373.0,5.0,8.0,1.0,1.0,1.0,3387.0,3388.0,3392.0,3395.0,3397.0,1.0,10.0,1.0,10.0,32.0
2024-07-02,2024-07-02 09:00:56.000,RB2408,3385.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,260.0,8825690.0,6359.0,3382.0,3380.0,3376.0,3374.0,3373.0,5.0,8.0,1.0,1.0,1.0,3387.0,3388.0,3392.0,3395.0,3397.0,1.0,9.0,1.0,10.0,32.0
2024-07-02,2024-07-02 09:01:09.500,RB2408,3385.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,260.0,8825690.0,6359.0,3382.0,3380.0,3378.0,3376.0,3374.0,5.0,8.0,1.0,1.0,1.0,3387.0,3388.0,3392.0,3395.0,3397.0,1.0,9.0,1.0,10.0,32.0
2024-07-02,2024-07-02 09:01:16.000,RB2408,3385.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,260.0,8825690.0,6359.0,3382.0,3380.0,3379.0,3378.0,3376.0,5.0,13.0,5.0,1.0,1.0,3386.0,3387.0,3388.0,3392.0,3395.0,5.0,6.0,9.0,1.0,10.0
2024-07-02,2024-07-02 09:01:23.000,RB2408,3385.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,260.0,8825690.0,6359.0,3382.0,3380.0,3379.0,3378.0,3376.0,5.0,15.0,5.0,1.0,1.0,3386.0,3387.0,3388.0,3392.0,3395.0,5.0,6.0,9.0,1.0,10.0
2024-07-02,2024-07-02 09:01:39.000,RB2408,3385.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,260.0,8825690.0,6359.0,3382.0,3381.0,3380.0,3379.0,3378.0,5.0,5.0,15.0,5.0,1.0,3386.0,3387.0,3388.0,3392.0,3395.0,5.0,6.0,9.0,1.0,10.0
2024-07-02,2024-07-02 09:01:56.500,RB2408,3386.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,263.0,8927270.0,6359.0,3382.0,3381.0,3380.0,3379.0,3378.0,5.0,5.0,15.0,5.0,1.0,3386.0,3387.0,3388.0,3392.0,3395.0,2.0,6.0,9.0,1.0,10.0
2024-07-02,2024-07-02 09:01:57.000,RB2408,3386.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,263.0,8927270.0,6359.0,3383.0,3382.0,3381.0,3380.0,3379.0,5.0,10.0,5.0,15.0,5.0,3386.0,3387.0,3388.0,3392.0,3395.0,2.0,6.0,9.0,1.0,10.0
2024-07-02,2024-07-02 09:01:59.500,RB2408,3386.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,263.0,8927270.0,6359.0,3383.0,3382.0,3381.0,3380.0,3379.0,5.0,12.0,5.0,13.0,5.0,3386.0,3387.0,3388.0,3392.0,3395.0,2.0,6.0,9.0,1.0,10.0
2024-07-02,2024-07-02 09:02:13.500,RB2408,3386.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,263.0,8927270.0,6359.0,3383.0,3382.0,3381.0,3380.0,3379.0,6.0,14.0,5.0,13.0,5.0,3386.0,3387.0,3388.0,3392.0,3395.0,2.0,6.0,9.0,1.0,10.0
2024-07-02,2024-07-02 09:02:17.000,RB2408,3386.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,263.0,8927270.0,6359.0,3383.0,3382.0,3381.0,3380.0,3379.0,6.0,14.0,5.0,11.0,5.0,3386.0,3387.0,3388.0,3392.0,3395.0,2.0,6.0,9.0,1.0,10.0
2024-07-02,2024-07-02 09:02:39.500,RB2408,3386.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,263.0,8927270.0,6359.0,3383.0,3382.0,3381.0,3380.0,3379.0,1.0,14.0,5.0,11.0,5.0,3386.0,3387.0,3388.0,3392.0,3395.0,3.0,6.0,9.0,1.0,10.0
2024-07-02,2024-07-02 09:02:40.500,RB2408,3386.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,263.0,8927270.0,6359.0,3383.0,3382.0,3381.0,3380.0,3379.0,1.0,14.0,5.0,11.0,5.0,3385.0,3386.0,3387.0,3388.0,3392.0,5.0,3.0,6.0,9.0,1.0
2024-07-02,2024-07-02 09:02:41.000,RB2408,3385.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,265.0,8994970.0,6359.0,3383.0,3382.0,3381.0,3380.0,3379.0,1.0,14.0,5.0,11.0,5.0,3385.0,3386.0,3387.0,3388.0,3392.0,3.0,3.0,6.0,9.0,1.0
2024-07-02,2024-07-02 09:02:46.000,RB2408,3385.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,265.0,8994970.0,6359.0,3383.0,3382.0,3381.0,3380.0,3379.0,1.0,9.0,5.0,11.0,5.0,3385.0,3386.0,3387.0,3388.0,3392.0,3.0,3.0,6.0,9.0,1.0
2024-07-02,2024-07-02 09:02:46.500,RB2408,3385.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,265.0,8994970.0,6359.0,3383.0,3382.0,3381.0,3380.0,3379.0,1.0,7.0,7.0,11.0,5.0,3385.0,3386.0,3387.0,3388.0,3392.0,4.0,3.0,6.0,9.0,1.0
2024-07-02,2024-07-02 09:02:47.000,RB2408,3385.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,265.0,8994970.0,6359.0,3383.0,3382.0,3381.0,3380.0,3379.0,1.0,7.0,7.0,11.0,5.0,3384.0,3385.0,3386.0,3387.0,3388.0,5.0,4.0,3.0,6.0,9.0
2024-07-02,2024-07-02 09:02:48.000,RB2408,3384.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,269.0,9130330.0,6359.0,3383.0,3382.0,3381.0,3380.0,3379.0,1.0,5.0,7.0,11.0,5.0,3385.0,3386.0,3387.0,3388.0,3392.0,4.0,3.0,6.0,9.0,1.0
2024-07-02,2024-07-02 09:02:48.500,RB2408,3384.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,269.0,9130330.0,6359.0,3383.0,3382.0,3381.0,3380.0,3379.0,1.0,10.0,7.0,13.0,5.0,3385.0,3386.0,3387.0,3388.0,3392.0,4.0,3.0,6.0,9.0,1.0
2024-07-02,2024-07-02 09:02:50.000,RB2408,3384.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,269.0,9130330.0,6359.0,3383.0,3382.0,3381.0,3380.0,3379.0,1.0,5.0,7.0,13.0,5.0,3385.0,3386.0,3387.0,3388.0,3392.0,4.0,3.0,6.0,9.0,1.0
2024-07-02,2024-07-02 09:02:56.500,RB2408,3384.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,269.0,9130330.0,6359.0,3383.0,3382.0,3381.0,3380.0,3379.0,1.0,10.0,7.0,13.0,5.0,3385.0,3386.0,3387.0,3388.0,3392.0,4.0,3.0,6.0,9.0,1.0
2024-07-02,2024-07-02 09:02:57.000,RB2408,3384.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,269.0,9130330.0,6359.0,3383.0,3382.0,3381.0,3380.0,3379.0,1.0,10.0,5.0,13.0,5.0,3385.0,3386.0,3387.0,3388.0,3392.0,4.0,3.0,6.0,9.0,1.0
2024-07-02,2024-07-02 09:02:57.500,RB2408,3384.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,269.0,9130330.0,6359.0,3383.0,3382.0,3381.0,3380.0,3379.0,1.0,10.0,5.0,15.0,5.0,3385.0,3386.0,3387.0,3388.0,3392.0,4.0,3.0,6.0,9.0,1.0
2024-07-02,2024-07-02 09:02:58.000,RB2408,3384.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,269.0,9130330.0,6359.0,3383.0,3382.0,3381.0,3380.0,3379.0,1.0,5.0,5.0,15.0,5.0,3385.0,3386.0,3387.0,3388.0,3392.0,4.0,3.0,6.0,9.0,1.0
2024-07-02,2024-07-02 09:03:08.500,RB2408,3384.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,269.0,9130330.0,6359.0,3383.0,3382.0,3381.0,3380.0,3379.0,1.0,5.0,5.0,15.0,5.0,3385.0,3386.0,3387.0,3388.0,3392.0,1.0,3.0,6.0,9.0,1.0
2024-07-02,2024-07-02 09:03:09.500,RB2408,3384.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,269.0,9130330.0,6359.0,3383.0,3382.0,3381.0,3380.0,3379.0,1.0,10.0,5.0,15.0,5.0,3386.0,3387.0,3388.0,3392.0,3393.0,3.0,6.0,9.0,1.0,1.0
2024-07-02,2024-07-02 09:03:10.000,RB2408,3384.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,269.0,9130330.0,6359.0,3383.0,3382.0,3381.0,3380.0,3379.0,1.0,10.0,5.0,15.0,5.0,3386.0,3387.0,3388.0,3392.0,3395.0,3.0,6.0,9.0,1.0,10.0
2024-07-02,2024-07-02 09:03:14.000,RB2408,3384.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,269.0,9130330.0,6359.0,3383.0,3382.0,3381.0,3380.0,3379.0,2.0,10.0,5.0,15.0,5.0,3386.0,3387.0,3388.0,3392.0,3395.0,3.0,6.0,9.0,1.0,10.0
2024-07-02,2024-07-02 09:03:23.500,RB2408,3384.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,269.0,9130330.0,6359.0,3383.0,3382.0,3381.0,3380.0,3379.0,2.0,10.0,5.0,15.0,5.0,3386.0,3387.0,3388.0,3392.0,3395.0,1.0,6.0,9.0,1.0,10.0
2024-07-02,2024-07-02 09:03:24.500,RB2408,3384.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,269.0,9130330.0,6359.0,3383.0,3382.0,3381.0,3380.0,3379.0,7.0,10.0,5.0,15.0,5.0,3386.0,3387.0,3388.0,3392.0,3395.0,1.0,6.0,9.0,1.0,10.0
2024-07-02,2024-07-02 09:03:25.000,RB2408,3384.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,269.0,9130330.0,6359.0,3383.0,3382.0,3381.0,3380.0,3379.0,7.0,10.0,5.0,15.0,5.0,3387.0,3388.0,3392.0,3395.0,3397.0,6.0,9.0,1.0,10.0,32.0
2024-07-02,2024-07-02 09:03:26.000,RB2408,3384.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,269.0,9130330.0,6359.0,3383.0,3382.0,3381.0,3380.0,3379.0,7.0,12.0,5.0,13.0,5.0,3387.0,3388.0,3392.0,3395.0,3397.0,6.0,9.0,1.0,10.0,32.0
2024-07-02,2024-07-02 09:03:27.000,RB2408,3384.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,269.0,9130330.0,6359.0,3383.0,3382.0,3381.0,3380.0,3379.0,7.0,14.0,5.0,11.0,5.0,3387.0,3388.0,3392.0,3395.0,3397.0,6.0,9.0,1.0,10.0,32.0
2024-07-02,2024-07-02 09:03:28.500,RB2408,3384.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,269.0,9130330.0,6359.0,3384.0,3383.0,3382.0,3381.0,3380.0,1.0,6.0,14.0,5.0,11.0,3387.0,3388.0,3392.0,3395.0,3397.0,6.0,9.0,1.0,10.0,32.0
2024-07-02,2024-07-02 09:03:38.000,RB2408,3384.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,269.0,9130330.0,6359.0,3384.0,3383.0,3382.0,3381.0,3380.0,1.0,6.0,14.0,5.0,11.0,3387.0,3388.0,3392.0,3395.0,3397.0,1.0,9.0,1.0,10.0,32.0
2024-07-02,2024-07-02 09:03:38.500,RB2408,3384.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,269.0,9130330.0,6359.0,3384.0,3383.0,3382.0,3381.0,3380.0,1.0,6.0,14.0,5.0,11.0,3388.0,3392.0,3395.0,3397.0,3398.0,14.0,1.0,10.0,32.0,55.0
2024-07-02,2024-07-02 09:03:39.000,RB2408,3384.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,269.0,9130330.0,6359.0,3384.0,3383.0,3382.0,3381.0,3380.0,6.0,6.0,14.0,5.0,11.0,3388.0,3392.0,3395.0,3397.0,3398.0,14.0,1.0,10.0,32.0,55.0
2024-07-02,2024-07-02 09:03:39.500,RB2408,3384.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,269.0,9130330.0,6359.0,3384.0,3383.0,3382.0,3381.0,3380.0,1.0,6.0,14.0,5.0,11.0,3387.0,3388.0,3392.0,3395.0,3397.0,1.0,14.0,1.0,10.0,32.0
2024-07-02,2024-07-02 09:03:40.500,RB2408,3384.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,269.0,9130330.0,6359.0,3384.0,3383.0,3382.0,3381.0,3380.0,1.0,6.0,14.0,5.0,11.0,3387.0,3388.0,3392.0,3395.0,3397.0,6.0,14.0,1.0,10.0,32.0
2024-07-02,2024-07-02 09:03:42.500,RB2408,3384.0,3399.0,3399.0,3382.0,0.0,0.0,3555.0,3216.0,3386.0,3383.0,0.0,270.0,9164170.0,6358.0,3383.0,3382.0,3381.0,3380.0,3379.0,6.0,14.0,5.0,11.0,5.0,3384.0,3386.0,3387.0,3388.0,3392.0,9.0,1.0,6.0,14.0,1.0
